id_nws, gtype_nws, river, local, lat_cnrfc, lon_cnrfc, gelev_ft_cnrfc, rfc_pnt_type,offname_cnrfc
BHNC1, G, Chowchilla River          , Eastman Lake                ,37.21333,-119.97,450, Reservoir Reservoir,
BUHC1, G, Chowchilla River          , Below Buchanon Dam          ,37.21556,-119.99139,438, River Other, Chowchilla - Blo Eastman   
CRBC1, R, Cirby Creek               , Tina Lane                   ,38.73222,-121.27917,123, River Other,
CSGC1, R, Cirby Creek               , Loretto                     ,38.73889,-121.26056,142, River Other,
CSIC1, R, Cirby Creek               , Sierra Gardens              ,38.73694,-121.26972,132, River Other,
CITC1, G, City Creek                , Highland                    ,34.14389,-117.18778,1580, River Other,
WHSC1, G, Clear Creek               , Whiskeytown Reservoir       ,40.59806,-122.53694,1310, Reservoir Reservoir,
CLRN2, G, Clear Creek               , Carson City                 ,39.11333,-119.79722,5000, River Other,
IDRC1, G, Clear Creek               , Idria                       ,36.36083,-120.75972,2570, River Other,
RDGC1, G, Clear Creek               , Igo                         ,40.51333,-122.52306,673, River Other, Clear Ck - Igo          
CLKC1, G, Clear Lake                , Lakeport                    ,39.03917,-122.91222,1318,Reservoir Forecast,
CVCN2, G, Cleve Creek               , Ely                         ,39.21611,-114.52889,6140, River Other,
CWXC1, G, Clifton Court Afterbay    , Byron                       ,37.82972,-121.55722,3, River Other, Clifton Ct Aftby - Byron
RAWC1, R, Clover Valley Creek       , Rawhide Road                ,38.82084,-121.23167,310, River Other,
COCN2, G, Coils Creek               , Above Horse Creek - Eureka  ,39.76972,-116.46445,6400, River Other,
CGNC1, G, Colgan Creek              , Sebastopol                  ,38.37361,-122.76722,75, River Other,
EASC1, G, Colgan Creek              , Santa Rosa                  ,38.40222,-122.73194,100, River Other,
GLDA3, G, Colorado River            , Lake Powell                 ,36.93583,-111.48055,3790, Reservoir Reservoir,
LKHC1, G, Colorado River            , Lake Havasu                 ,34.31611,-114.15639,400, Reservoir Reservoir,
LKSA3, G, Colorado River            , Lake Mead                   ,36.01611,-114.73695,1210, Reservoir Reservoir,
MOHA3, G, Colorado River            , Lake Mohave                 ,35.19722,-114.56861,644, Reservoir Reservoir,
BHDA3, G, Colorado River            , Below Hoover Dam            ,36.01528,-114.73778,675, River Other,
CBDN2, G, Colorado River            , Below Davis Dam             ,35.19167,-114.57139,490, River Other,
CIDC1, G, Colorado River            , Below Imperial Dam          ,32.88306,-114.46583,162, River Other,
CPDC1, G, Colorado River            , Below Parker Dam            ,34.29556,-114.13944,300, River Other,
CPVC1, G, Colorado River            , Below Palo Verde Dam        ,33.71944,-114.49722,260, River Other,
CRNC1, G, Colorado River            , Needles Bridge              ,34.82917,-114.60222,492, River Other, Colorado - Needles Brdg 
CRRA3, G, Colorado River            , RS-41                       ,34.6875,-114.46194,500, River Other,
LGDC1, G, Colorado River            , Below Laguna Dam            ,32.81222,-114.51417,121, River Other,
TPCA3, G, Colorado River            , Rockwood                    ,32.72306,-114.71667,160, River Other,
YMCC1, G, Colorado River            , Yuma                        ,32.73167,-114.63194,102, River Other,
KOGC1, G, Colusa Basin Drain        , Knights Landing             ,38.79945,-121.72528,30, River Other,
CDNC1, G, Colusa Drain              , Highway 20                  ,39.195,-122.06,60, River Other,
CMGC1, G, Compton Creek             , Compton - Greenleaf Drive   ,33.88167,-118.22417,50, River Other,
CPGC1, R, Compton Creek             , Del Amo Blvd                ,33.85083,-118.21111,23, River Other,
CJRC1, R, Conejo Creek              , Ridge View                  ,34.20583,-118.99778,99, River Other,
CNJC1, R, Conejo Creek              , Camarillo - Highway 101     ,34.23667,-118.96389,195, River Other,
CDWC1, R, Conn Creek                , Lake Hennessey              ,38.48195,-122.3725,330, Reservoir Reservoir,
CDZC1, R, Conn Creek                , Conn Dam Spillway           ,38.48639,-122.3825,319, Reservoir Reservoir,
CONC1, R, Conn Creek                , Yountville                  ,38.41833,-122.35361,110, River Other,
CVZC1, R, Conn Creek                , Above Lake Hennessey        ,38.50722,-122.40556,319, River Other,
OPKC1, R, Copeland Creek            , Lichau Road                 ,38.33278,-122.62917,500, River Other,
ROHC1, G, Copeland Creek            , Rohnert Park                ,38.34333,-122.70084,100, River Other,
CCSN2, G, Corn Creek Spring         , National Fish and Wildlife  ,36.43889,-115.35722,2938, River Other,
PCJC1, R, Corona Creek              , Sonoma Mountain Parkway     ,38.26833,-122.64916,45, River Other,
CRRC1, R, Corral Hollow Creek       , Corral Hollow Creek - Tracy ,37.66333,-121.46694,289, River Other,
CCFC1, G, Corralitos Creek          , Freedom                     ,36.93945,-121.76945,89, River Other,
CMDC1, R, Corte Madera Creek        , Ross                        ,37.96333,-122.55695,8, River Other,
CGCC1, G, Cosgrove Creek            , Valley Springs              ,38.15361,-120.83722,547, River Other,
MHBC1, G, Cosumnes River            , Michigan Bar                ,38.50028,-121.04417,168, River Forecast, Cosumnes - Michigan Bar 
MCNC1, G, Cosumnes River            , McConnell                   ,38.35806,-121.34278,5, River Forecast,
COSC1, R, Cosumnes River            , Wilton Road Bridge          ,38.41667,-121.27972,77, River Other,
BRTC1, R, Cottonwood Creek          , Barret Lake                 ,32.68056,-116.66944,1625, Reservoir Reservoir,
MRAC1, R, Cottonwood Creek          , Lake Morena                 ,32.685,-116.54639,3650, Reservoir Reservoir,
CNKC1, R, Cottonwood Creek          , US / Mexico Border          ,32.56583,-116.77194,542, River Other,
CTKC1, G, Cottonwood Creek          , Friant                      ,36.96667,-119.69583,300, River Other,
CTTC1, R, Cottonwood Creek          , Dulzura                     ,32.575,-116.75306,570, River Other,
CTWC1, G, Cottonwood Creek          , Cottonwood                  ,40.38722,-122.2375,364, River Other,
CWAC1, G, Cottonwood Creek          , Cottonwood                  ,40.385,-122.23889,364, River Other,
CWEC1, G, Cottonwood Creek          , Below Highway 99            ,39.52694,-121.68916,125, River Other,
CWCC1, G, Cow Creek                 , Millville                   ,40.50528,-122.23222,386, River Other,
CYTC1, G, Coyote Creek              , Madrone                     ,37.16833,-121.64861,375, River Forecast,
CYEC1, G, Coyote Creek              , Edenvale                    ,37.27083,-121.79639,190, River Other, 
ANDC1, R, Coyote Creek              , Anderson Reservoir          ,37.16556,-121.62833,645, Reservoir Reservoir,
COYC1, R, Coyote Creek              , Coyote Reservoir            ,37.08861,-121.53806,802, Reservoir Reservoir,
LKCC1, R, Coyote Creek              , Lake Casitas                ,34.37333,-119.33222,567, Reservoir Reservoir,
CMIC1, G, Coyote Creek              , Milpitas - Highway 237      ,37.42222,-121.92639,10, River Other,
CYGC1, R, Coyote Creek              , Gilroy                      ,37.07778,-121.49333,790, River Other,
CYIC1, G, Coyote Creek              , Percolation Pond            ,37.235,-121.76028,235, River Other,
CYJC1, G, Coyote Creek              , Buena Park                  ,33.87111,-118.0275,50, River Other,
CYQC1, G, Coyote Creek              , Below Percolation Pond      ,37.235,-121.76083,235, River Other,
CYRC1, G, Coyote Creek              , Spring Street               ,33.81,-118.07694,7, River Other,
CYWC1, R, Coyote Creek              , Piercy Road                 ,37.25417,-121.78083,200, River Other,
CYYC1, R, Coyote Creek              , East Williams Road          ,37.33695,-121.86833,95, River Other,
CYZC1, R, Coyote Creek              , Oak View                    ,34.41667,-119.36972,590, River Other,
HCYC1, G, Coyote Creek              , Coyote Ranch Road           ,37.21806,-121.74056,250, River Other,
NRGC1, G, Coyote Creek              , Gilroy                      ,37.07778,-121.49333,790, River Other,
RCCC1, G, Coyote Creek              , Below Coyote Reservoir      ,37.12306,-121.55167,680, River Other,
TAMC1, R, Coyote Creek              , Tam Valley                  ,37.87889,-122.52917,0, River Other,
YCTC1, R, Coyote Creek              , Valley View Street          ,33.87111,-118.0275,54, River Other,
CTRO3, G, Crater Lake               , North Shore                 ,42.97583,-122.08806,6176, Reservoir Reservoir, Crater Lake - N Shore    
IPPC1, R, Cripple Creek             , Sunrise Blvd                ,38.71778,-121.27139,154, River Other,
VNMC1, R, Cripple Creek             , Citrus Heights              ,38.69833,-121.30861,118, River Other,
CRIC1, G, Cristianitos Creek        , Above San Mateo Creek       ,33.42639,-117.56944,90, River Other,
CSQC1, G, Cross Creek               , Houston Ave - Hanford 6SE   ,36.29861,-119.54833,250, River Other,
KCRC1, G, Crow Creek                , Hayward                     ,37.705,-122.04278,270, River Other, Crow Ck - Hayward       
CSKN2, G, Crystal Spring            , Hiko                        ,37.53194,-115.23167,3811, River Other,
CSDN2, G, Crystal Springs Diversion , Hiko 5S                     ,37.53194,-115.23333,3820, River Other,
CCMC1, G, Cucamonga Creek           , Mira Loma                   ,33.98278,-117.59889,660, River Other,
CULC1, G, Cull Creek                , Above Cull Creek Reservoir  ,37.71778,-122.05333,450, River Other,
FFFC1, G, Cutoff Slough             , First Mallard               ,38.195,-122.03278,0, River Other, Cutoff Slgh - 1st Mallrd
RYEC1, G, Cutoff Slough             , Second Mallard              ,38.18417,-122.01361,0, River Other, Cutoff Slgh - 2nd Mallrd
TWDC1, R, Cuyama River              , Twitchell Dam               ,34.98361,-120.32083,740, Reservoir Reservoir,
TWHC1, G, Cuyama River              , Twitchell Dam               ,34.98417,-120.32278,692, Reservoir Reservoir,
CVPC1, G, Cuyama River              , Ventucopa                   ,34.68889,-119.35694,3500, River Other,
CYBC1, G, Cuyama River              , Buckhorn Canyon             ,35.02194,-120.2275,760, River Other,
DCGN2, G, Daggett Creek             , Genoa                       ,38.96444,-119.84944,5123, River Other,
DVWN2, G, Davis Creek               , Davis Creek Campground Rd   ,39.30333,-119.82806,5100, River Other,
DLZC1, G, De Luz Creek              , De Luz                      ,33.41972,-117.33208,270, River Other,
DEPC1, G, Deep Creek                , Palm Desert                 ,33.63111,-116.39139,1440, River Other,
DKHC1, G, Deep Creek                , Hesperia                    ,34.34111,-117.2275,3050, River Other, Deep Ck - Hesperia      
SOVC1, G, Deer Creek                , Scotts Flat Reservoir       ,39.27361,-120.93111,3075, Reservoir Reservoir,
DBSC1, G, Deer Creek                , Below Scotts Flat Reservoir ,39.27167,-120.93305,2940, River Other,
DCPC1, G, Deer Creek                , Cameron Park                ,38.62389,-120.99361,1150, River Other,
DCRC1, R, Deer Creek                , Wilton Road                 ,38.42222,-121.28639,75, River Other,
DCSC1, G, Deer Creek                , Smartsville                 ,39.22444,-121.2675,630, River Other,
DCVC1, G, Deer Creek                , Vina                        ,40.01417,-121.94722,479, River Other, Deer Ck - Vina          
DKCC1, G, Deer Creek                , Fountain Springs            ,35.94167,-118.82194,1157, River Other,
DRDC1, G, Deer Creek                , Earlimart 7NE               ,35.94611,-119.18083,353, River Other,
OTTC1, R, Deer Creek                , Scott Road                  ,38.55139,-121.10973,170, River Other,
SVNC1, G, Deer Creek                , Below Stanford Vina Dam     ,39.96389,-121.89889,335, River Other, Deer Ck - Blo Stnfd Vina
PTTC1, G, Del Puerto Creek          , Patterson                   ,37.48667,-121.20806,200, River Other,
DCWN2, G, Desert Creek              , Wellington                  ,38.64861,-119.325,5800, River Other,
DIDN2, R, Desert Inn                , Detention Basin             ,36.12972,-115.24222,2400, River Other,
DISN2, R, Desert Inn                , Super Arterial              ,36.12972,-115.16389,2070, River Other,
DWCA3, R, Detrital Wash             , County Road 145             ,35.70222,-114.46889,2428, River Other,
MDWA3, R, Detrital Wash             , US Highway 93               ,35.60833,-114.40917,2685, River Other,
DCCC1, G, Devils Canyon Creek       , San Bernardino              ,34.20833,-117.33056,2080, River Other,
MDCA3, R, Devlin Channel            , Kingman                     ,35.25833,-114.03806,3414, River Other,
DWBA3, R, Devlin Wash               , Bank Street                 ,35.25778,-114.01167,3350, River Other,
DWMA3, R, Diagonal Wash             , State Route 66              ,35.24444,-113.985,3377, River Other,
DBDC1, G, Discovery Bay             , Discovery Bay Boulevard     ,37.89278,-121.6025,9, River Other,
DBIC1, G, Discovery Bay             , Indian Slough               ,37.91778,-121.58667,6, River Other,
MFGC1, G, DMC Check 13              , Los Banos                   ,37.09083,-121.0375,180, River Other, DMC Check 13 - Los Banos
FIRC1, G, DMC Check 20              , Firebaugh                   ,36.83002,-120.43916,150, River Other, DMC Check 20 - Firebaugh
